USER         PID %CPU %MEM    VSZ   RSS TTY      STAT START   TIME COMMAND
root           1  0.0  0.2 166740  8568 ?        Ss   09:38   0:02 /sbin/init auto noprompt splash
sokee       1963  0.0  0.5 33822784 22652 ?      Sl   09:39   0:05 /usr/share/code/code --type=utility --utility-sub-type=network.mojom.NetworkService --lang=en-US --service-sandbox-type=none --crashpad-handler-pid=1940 --enable-crash-reporter=444005ab-e647-4070-bed6-4f0fe3a2b2ce,no_channel --user-data-dir=/home/sokee/.config/Code --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --bypasscsp-schemes --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --streaming-schemes --shared-files=v8_context_snapshot_data:100 --field-trial-handle=0,i,6598172007022052106,17706567831821965806,262144 --disable-features=CalculateNativeWinOcclusion,SpareRendererForSitePerProcess
sokee       1987  6.3  7.6 1190009828 303660 ?   Rl   09:39  27:38 /usr/share/code/code --type=renderer --crashpad-handler-pid=1940 --enable-crash-reporter=444005ab-e647-4070-bed6-4f0fe3a2b2ce,no_channel --user-data-dir=/home/sokee/.config/Code --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --bypasscsp-schemes --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --streaming-schemes --app-path=/usr/share/code/resources/app --enable-sandbox --enable-blink-features=HighlightAPI --first-renderer-process --lang=en-US --num-raster-threads=1 --renderer-client-id=4 --time-ticks-at-unix-epoch=-1698802721813352 --launch-time-ticks=58157489 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=0,i,6598172007022052106,17706567831821965806,262144 --disable-features=CalculateNativeWinOcclusion,SpareRendererForSitePerProcess --vscode-window-config=vscode:ef8b26d4-c14c-480a-b3cb-49587e5ea79a
sokee       2017  0.2  0.9 1177361092 39088 ?    Sl   09:39   0:57 /usr/share/code/code --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-US --service-sandbox-type=none --crashpad-handler-pid=1940 --enable-crash-reporter=444005ab-e647-4070-bed6-4f0fe3a2b2ce,no_channel --user-data-dir=/home/sokee/.config/Code --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --bypasscsp-schemes --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --streaming-schemes --shared-files=v8_context_snapshot_data:100 --field-trial-handle=0,i,6598172007022052106,17706567831821965806,262144 --disable-features=CalculateNativeWinOcclusion,SpareRendererForSitePerProcess
sokee       2026  0.4  2.1 1177361112 85740 ?    Sl   09:39   1:56 /usr/share/code/code --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-US --service-sandbox-type=none --dns-result-order=ipv4first --inspect-port=0 --crashpad-handler-pid=1940 --enable-crash-reporter=444005ab-e647-4070-bed6-4f0fe3a2b2ce,no_channel --user-data-dir=/home/sokee/.config/Code --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --bypasscsp-schemes --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --streaming-schemes --shared-files=v8_context_snapshot_data:100 --field-trial-handle=0,i,6598172007022052106,17706567831821965806,262144 --disable-features=CalculateNativeWinOcclusion,SpareRendererForSitePerProcess
sokee       2048  0.0  1.0 1177360584 39920 ?    Sl   09:39   0:14 /usr/share/code/code --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-US --service-sandbox-type=none --crashpad-handler-pid=1940 --enable-crash-reporter=444005ab-e647-4070-bed6-4f0fe3a2b2ce,no_channel --user-data-dir=/home/sokee/.config/Code --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --bypasscsp-schemes --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --streaming-schemes --shared-files=v8_context_snapshot_data:100 --field-trial-handle=0,i,6598172007022052106,17706567831821965806,262144 --disable-features=CalculateNativeWinOcclusion,SpareRendererForSitePerProcess
sokee       2049  0.0  0.8 1177377476 32012 ?    Sl   09:39   0:09 /usr/share/code/code --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-US --service-sandbox-type=none --crashpad-handler-pid=1940 --enable-crash-reporter=444005ab-e647-4070-bed6-4f0fe3a2b2ce,no_channel --user-data-dir=/home/sokee/.config/Code --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --bypasscsp-schemes --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --streaming-schemes --shared-files=v8_context_snapshot_data:100 --field-trial-handle=0,i,6598172007022052106,17706567831821965806,262144 --disable-features=CalculateNativeWinOcclusion,SpareRendererForSitePerProcess
sokee       2096  0.0  0.1  14656  4864 pts/0    Ss   09:39   0:00 /usr/bin/bash --init-file /usr/share/code/resources/app/out/vs/workbench/contrib/terminal/browser/media/shellIntegration-bash.sh
sokee       2112  3.2  1.5 120284 60184 ?        Sl   09:39  14:07 /home/sokee/.vscode/extensions/ms-vscode.cpptools-1.17.5-linux-x64/bin/cpptools
sokee       2223  0.0  0.4 347660 18104 ?        Sl   09:40   0:01 update-notifier
sokee       2693  0.6 20.3 4297096 808176 ?      Sl   09:45   2:48 /home/sokee/.vscode/extensions/ms-vscode.cpptools-1.17.5-linux-x64/bin/cpptools-srv 2112 {B8BEFBF7-3842-4CBD-A0B5-CE4AD957B422}
sokee       3275  0.0  1.0 1177280128 41320 ?    Sl   10:34   0:04 /usr/share/code/code --ms-enable-electron-run-as-node /usr/share/code/resources/app/extensions/json-language-features/server/dist/node/jsonServerMain --node-ipc --clientProcessId=2026
root        3691  0.1  0.0      0     0 ?        I    11:12   0:23 [kworker/0:0-mm_percpu_wq]
sokee       6273  0.0  1.3 4277476 54352 ?       Sl   15:47   0:02 /home/sokee/.vscode/extensions/ms-vscode.cpptools-1.17.5-linux-x64/bin/cpptools-srv 2112 {37CCD168-7D5F-4EC8-BF7F-06EE405A79F3}
sokee       6859  0.0  4.3 4305452 174260 ?      Sl   15:54   0:02 /home/sokee/.vscode/extensions/ms-vscode.cpptools-1.17.5-linux-x64/bin/cpptools-srv 2112 {3D442834-100E-4AE2-BCA1-6FE5882D0758}
root        7503  0.0  0.0      0     0 ?        I    16:19   0:00 [kworker/u256:1-ext4-rsv-conversion]
root        7795  0.2  0.0      0     0 ?        I    16:31   0:03 [kworker/1:0-events]
root        7820  0.0  0.0      0     0 ?        I    16:32   0:00 [kworker/u256:3-events_unbound]
root        7966  0.0  0.0      0     0 ?        I    16:41   0:00 [kworker/1:2-events]
root        7967  0.0  0.0      0     0 ?        I    16:43   0:00 [kworker/u256:0-events_unbound]
root        7976  0.0  0.0      0     0 ?        I    16:46   0:00 [kworker/0:1]
root        7977  0.0  0.0      0     0 ?        I    16:47   0:00 [kworker/1:1-mm_percpu_wq]
root        7993  0.0  0.0      0     0 ?        I    16:52   0:00 [kworker/u256:2]
sokee       8039  0.0  0.0   6420  3712 pts/0    S+   16:53   0:00 ./main
sokee       8040  0.0  0.0      0     0 pts/0    Z+   16:53   0:00 [top] <defunct>
sokee       8041  0.0  0.0  15756  3584 pts/0    R+   16:53   0:00 ps aux
